Video Link,Video Views,Uploaded Date,Comments,Likes,Dislikes
['https://www.youtube.com/watch/4juJXyLX510'],"4,182,394 views","Nov 10, 2017","Go behind the scenes of the Elders iPhone X shoot: https://youtu.be/8fk9v1cFs5Y
Leave a comment in the first 30 minutes for a CHANCE at a SHOUTOUT! Stick around to the end of the episode to see what we mean!
Thanks for watching! New videos at 2pm PT every day of the week!",72K,3.6K
['https://www.youtube.com/watch/4f20l8mdBh0'],"9,346,767 views","Nov 11, 2017",“The next thing we’re gonna water marble iss...” looks at cat,228K,3.4K
['https://www.youtube.com/watch/4du1KXBl4YU'],"18,794 views","Nov 12, 2017",I am so proud of Lin but I am absolutely furious he has had to do this because Trump is so utterly useless.,479,10
['https://www.youtube.com/watch/49j_Tbl3HWU'],"3,671,936 views","Nov 11, 2017","Fact:
The Hurricane was the last person ever to beat the Rock on RAW!!!!!!",38K,1.6K
['https://www.youtube.com/watch/3QsBs8JM3sM'],"104,000,855 views","Nov 10, 2017",Cuando Jennifer cumple años es como cumplir 1 año menos de tan joven que se ve 😂,593K,46K
['https://www.youtube.com/watch/3mDDtCSC7fU'],"295,154 views","Nov 11, 2017",molly saying “my hands are so icing-y” when both of graces hands are covered in icing. lol,10K,250
['https://www.youtube.com/watch/3Kwpk9J8tJM'],"6,015,446 views","Nov 10, 2017","For those of you who're wondering, he said “You are the Moon of my Life,” to the lady and “The rain will fall on your rotting skin until nothing is left of you but bones” for Grant.
I just don't know her name",46K,713
['https://www.youtube.com/watch/3JZDGo55roI'],"437,106 views","Nov 11, 2017","Really proud of how you guys LEAD... on and off the court !!!

Love to Collab someday",10K,243
['https://www.youtube.com/watch/3FxCSn3d1f4'],"350,265 views","Nov 12, 2017",Hope driver pays damage he caused to the train.,384,31
['https://www.youtube.com/watch/3d7NjfTziNM'],"359,040 views","Nov 10, 2017",Jon Cena was in the film the entire time. We just couldn't see him.,9.4K,421
['https://www.youtube.com/watch/3BF-iAMjciE'],"672,387 views","Nov 11, 2017",The Pixel 2 Camera is AMAZING. Here's how to make it even better! 👏🏼 Case link for those interested! http://amzn.to/2i6a4rk,16K,634
['https://www.youtube.com/watch/2Vv-BfVoq4g'],"37,537 views","Nov 13, 2017",Why does it always have to happen to people who already have nothing ... beyond sad,159,46
['https://www.youtube.com/watch/2s4GMLkTNv0'],"1,136,709 views","Nov 10, 2017",AWESOME!!,28K,3K
['https://www.youtube.com/watch/2RPuAW7E-YQ'],"32,077,830 views","Nov 9, 2017",Where's the leather jacket ?,317K,11K
['https://www.youtube.com/watch/2nTvmoZNr9E'],"346,164 views","Nov 12, 2017",Lol all of these Russians flock to U.S. Navy videos. Jealousy,1.3K,116
['https://www.youtube.com/watch/2nn-UJIqTNA'],"1,124,843 views","Nov 10, 2017","The story this is based on is actually very good, but damn does that cowl look awful.",10K,568
['https://www.youtube.com/watch/2kyS6SvSYSE'],"12,579,915 views","Nov 10, 2017","HELLO BBs!! happy friday! hope you all enjoy my foray into $1 makeup, i'm gonna go load up on lipsticks now.... what would you like to see next? xox, saf",220K,3.2K
['https://www.youtube.com/watch/2Drj_O8FH2U'],"22,867,597 views","Nov 10, 2017",THANKS FOR WATCHING!!! Who would get in a car with me???,306K,16K
['https://www.youtube.com/watch/1Znl8OUBa_o'],"78,949 views","Nov 13, 2017","The fact that there is a fake Daryl it could only mean one thing, Daryl is gonna find out that Merle wasnt his only brother and he is going to find his lost twin only to see him die xD",897,14
['https://www.youtube.com/watch/1ZAPwfrtAFY'],"2,481,777,691 views","Nov 9, 2017","I sent my girlfriend this song after I told her I loved her, we dated for 4 months before she got in a fatal car crash and died due to a lung puncture from one of her ribs. I played this song as she lied in the hospital bed, as the EEG beeped away. Only after 2 years I can listen to it again.",13M,506K
['https://www.youtube.com/watch/1WTtrHW7uw8'],"102,795 views","Nov 10, 2017","Here's the handy list of the mentioned Apps :
1. Instagram
2. UNUM - Instagram feed organiser
3. Curator - Mood board",3.2K,275
['https://www.youtube.com/watch/1wqsTGkFHoE'],"156,093 views","Nov 10, 2017",I thought you said “cry in therapy” when you said cryotherapy lol,4.6K,171
['https://www.youtube.com/watch/1SiKopOt-QM'],"47,487 views","Streamed live on Nov 11, 2017",I saw Beverly as more of a young Molly ringwald,1.5K,114
['https://www.youtube.com/watch/1r4NI9_rC8A'],"3,402,277 views","Nov 10, 2017","I should get off Instagram and check out something on YouTube.
open video
4 minutes later
Wtf",50K,2.1K
['https://www.youtube.com/watch/1OTwWFJY_0I'],"352,617 views","Nov 10, 2017",The only thing I don't understand is why you would go to a wedding of a person you don't like?,3K,5.9K
['https://www.youtube.com/watch/1kuJkA9usqg'],"1,096,008 views","Nov 10, 2017",Best looking face transplant I've seen,9.4K,285
['https://www.youtube.com/watch/1J76wN0TPI4'],"20,485,140 views","Nov 10, 2017",Why does the thumbnail look like a PowerPoint presentation,138K,8.3K
['https://www.youtube.com/watch/1IivsJpJkoo'],"5,546,362 views","Nov 10, 2017",12 years together and he still gets excited over her,44K,877
['https://www.youtube.com/watch/1hHvH8xQDKA'],"1,331,658 views","Nov 10, 2017","for some reason, i feel like you'd be such a fun disney princess....the kids will love your high energy lol",40K,1.7K
['https://www.youtube.com/watch/1bzpAtPDbxI'],"4,326,363 views","Nov 10, 2017","came here for make up, left with an english degree",73K,9.8K
['https://www.youtube.com/watch/13zgNDLHfyk'],"506,141 views","Nov 10, 2017",Wonder how much they spend on beard nets.,6.8K,149
['https://www.youtube.com/watch/10L1hZ9qa58'],"15,361 views","Nov 12, 2017",I never like Thursday night football it was only made for owners to get more money.,113,26
['https://www.youtube.com/watch/0SMKG3SRGzQ'],"196,741 views","Nov 10, 2017",You're AMAZING 💗 So happy it worked out for you babe!!!,5.2K,347
['https://www.youtube.com/watch/0l35jAGQPOI'],"4,110,658 views","Nov 10, 2017",They should’ve had Downey read these to him.  Poor thing was struggling.,107K,1K
['https://www.youtube.com/watch/0Gf19Rue4zA'],"8,057,328 views","Nov 9, 2017",“ Ok! Roger that! Drive safe!” Lol!!!,40K,2.1K
['https://www.youtube.com/watch/01TgqDvqcyk'],"1,523,829 views","Nov 11, 2017",Alan Walker = Best,43K,764
['https://www.youtube.com/watch/_vvvSyBNiHc'],"5,656,632 views","Nov 10, 2017","Amber Liu , That kind of kpop idol that can steal your Girl and Boy.",262K,3.3K
['https://www.youtube.com/watch/_uS0hwCS2II'],"83,364 views","Streamed live on Nov 11, 2017","Once again, utterly excellent coverage of yet another great event out of St Loius.",488,28
['https://www.youtube.com/watch/_Qh5u5U9h80'],"4,390,284 views","Nov 9, 2017","oh my god i got to ""there's glitter on the floor after the party"" and i'm already sobbing someone please help me",90K,2.2K
['https://www.youtube.com/watch/_fJSu5naKX4'],"4,611,716 views","Nov 9, 2017","Don't keep this incredibly useful life hack to yourself! SHARE IT:

TWEET IT► https://ctt.ec/89bMT 
EGGBOOK IT► http://bit.ly/ShirtDryLifeHack",148K,16K
['https://www.youtube.com/watch/_bNrVP6CCfs'],"8,256,000 views","Nov 9, 2017",The reason you hear the screaming from inside the bank is because the screaming is actually part of the song. Well played Edgar Wright.,127K,10K
['https://www.youtube.com/watch/_BcYBFC6zfY'],"3,265,672 views","Nov 10, 2017",It's a shame she never got bigger after the success of Somebody That I Used to Know. She's a goddamn treasure.,44K,2.2K
['https://www.youtube.com/watch/Jz50eTT6y8g'],"37,393,538 views","Nov 10, 2017","camila: “that’s my friend”
also camila two years after on seniortia:” but friends don’t know the way you taste”
me: ohh
edit: i’m getting attacked",614K,8.3K
['https://www.youtube.com/watch/p4lh1h5hdFI'],"2,835,244 views","Nov 10, 2017","There is a special place in hell for people who just dump their dog. There is nothing in heaven or earth that could ever come between me and my baby girl, who is also a rescue.",66K,459
['https://www.youtube.com/watch/FepIkIILumA'],"10,772,172 views","Nov 9, 2017","Gooooood afternoon, good evening, good morning. Whatever it is when you're reading this wherever you are. I am SICK right now, but am still planning to spend the next hour replying to your comments. Let's start a party in the comments <3",427K,6.5K
['https://www.youtube.com/watch/HpsNMeomQgY'],"4,679,397 views","Nov 10, 2017",when it gets rough be a pair of shoes,39K,859
['https://www.youtube.com/watch/DMl1YJyqEdo'],"7,100,151 views","Nov 9, 2017",I’m disturbed by Rachel being on the floor of a restroom.,172K,3.8K
['https://www.youtube.com/watch/pVxOVlm_lE8'],"6,227,394 views","Nov 9, 2017","Thank you UK for Ed Sheeran, Sam Smith, Coldplay and Adele. 😊",91K,3.8K
['https://www.youtube.com/watch/fUTyUjYldqg'],"859,797 views","Nov 10, 2017","Dude is, what, close to 50 and he still looks good.",5.4K,285
['https://www.youtube.com/watch/orkPrGSAETs'],"622,948 views","Nov 9, 2017",,3.6K,983
['https://www.youtube.com/watch/xvYBg6MWPbM'],"136,953,930 views","Nov 9, 2017",What’s the point of these vertical videos if you can’t watch it in vertical full screen.,969K,32K
['https://www.youtube.com/watch/N1Bsvxje-Dg'],"5,958,538 views","Nov 9, 2017",Why is that Mic better looking than me?,388K,3.1K
['https://www.youtube.com/watch/D86RtevtfrA'],"976,682 views","Nov 10, 2017",Owen Wilson has looked the same for the last 20 years :),6.6K,248
['https://www.youtube.com/watch/MFWF9dU5Zc0'],"417,511 views","Nov 10, 2017",Here's a recap of last month! Lots of sneaking around for Ben's bday. Heheh.,13K,194
['https://www.youtube.com/watch/2kyS6SvSYSE'],"2,077,513 views","Nov 9, 2017",50 Shapes of Water,11K,598
['https://www.youtube.com/watch/1ZAPwfrtAFY'],"880,757 views","Nov 9, 2017","This Christmas, let us not forget who came to this world, in infant form, to live a live free of sin, to ultimately pay the price for us! Jesus, we thank you for your sacrifice on the cross for each and every one of us! Thank you for the Holy Spirit, thank you for redemption, peace, guidance, love and mercy. Please forgive us when we fail you, and please enter our homes, hearts and lives O Holy Spirit this Christmas as we come to a place of celebration, worship and love. And for those who do not yet know you, I pray whoever reads this message will accept you as Lord and saviour, and receive your wonderful Holy Spirit, your promises of an abundant life, eternal life and the gift of salvation! In Jesus name, amen!",10K,511
['https://www.youtube.com/watch/5qpjK5DgCt4'],"5,430,786 views","Nov 10, 2017","Niall 2017: My shadow's dancing, without you for the first time.
Niall 2020: When the lights come up and there's no shadows dancing.

What is it with him and dancing shadows?",129K,942
['https://www.youtube.com/watch/puqaWrEC7tY'],"7,839,630 views","Nov 9, 2017",The best thing about this band is that they always keep their original sound.,77K,1.5K
['https://www.youtube.com/watch/d380meD0W0M'],"129,724,985 views","Nov 8, 2017",dear stangers who read this hope you have a beautiful future.,1.8M,35K
['https://www.youtube.com/watch/gHZ1Qz0KiKM'],"3,391,530 views","Nov 9, 2017",Seems like everything is becoming $1000 these days,76K,2.6K
['https://www.youtube.com/watch/39idVpFF7NQ'],"14,930,321 views","Nov 9, 2017","Seems unfortunately fitting considering the circumstances we're facing now.. cities burning, crowds fighting against law enforcement. A worldwide pandemic putting fear in so many.. shootings happening every other day.. with too many not caring about a single thing. Or so it seems.  fuck..",171K,4K
['https://www.youtube.com/watch/nc99ccSXST0'],"654,799 views","Nov 8, 2017",WHY DOES THIS HAPPEN EVERY TIME?!,9.4K,211
['https://www.youtube.com/watch/jr9QtXwC9vc'],"6,125,840 views","Nov 9, 2017",Just Anna Wintour chatting around with Anna Wintour,103K,2.4K
['https://www.youtube.com/watch/TUmyygCMMGA'],"635,563 views","Nov 9, 2017",HOW ABOUT THAT FIGHT AT THE END THO OMG 😵,16K,549
['https://www.youtube.com/watch/9wRQljFNDW8'],"540,833 views","Nov 8, 2017",So critical thinking has gotten to such a low point that Facebook ads are now influencing people's personal values....coooool....,6.6K,2.6K
['https://www.youtube.com/watch/VifQlJit6A0'],"389,633 views","Nov 9, 2017",i like ur tooth,17K,448
['https://www.youtube.com/watch/5E4ZBSInqUU'],"2,138,046 views","Nov 9, 2017","Samwise Gamgee is the embodiment of unconditional love. 
-Elijah Wood",29K,593
['https://www.youtube.com/watch/GgVmn66oK_A'],"4,736,094 views","Nov 8, 2017","""that is meanness""😂",27K,966
['https://www.youtube.com/watch/TaTleo4cOs8'],"456,415 views","Nov 9, 2017","Theory: 
Disney is buying everything, Lucasfilms, Marvel, Fox. Disney is going to take over the world. Disney literally is BNL",14K,196
['https://www.youtube.com/watch/kgaO45SyaO4'],"38,319,404 views","Nov 9, 2017",I feel like even though this is a Christmas song you could listen to it any time of the year,373K,6.9K
['https://www.youtube.com/watch/ZAQs-ctOqXQ'],"211,650 views","Nov 10, 2017",This video brought to you by Exxon.,1.2K,854
['https://www.youtube.com/watch/YVfyYrEmzgM'],"2,034,109 views","Nov 10, 2017","Just look up to the sky at night. There you'll see the brightest star that is Ennio Morricone. Rest well, maestro.",27K,383
['https://www.youtube.com/watch/eNSN6qet1kE'],"202,536 views","Nov 10, 2017","Wow Anthony, I can't believe you came out as gay in this review... Such a brave thing to do, proud of you melon!",4.5K,227
['https://www.youtube.com/watch/B5HORANmzHw'],"2,062,397 views","Nov 9, 2017","Every time I see a Simon's Cat video trending, it reminds me what the old Youtube was all about... Harmless fun",34K,732
['https://www.youtube.com/watch/vU14JY3x81A'],"2,737,904 views","Nov 9, 2017","I'm sorry if I seem impatient,
I'm not a fan of pleasantries...
See, I get bored with the weather and what's in the news,
The topics we all hide beneath.",46K,454
['https://www.youtube.com/watch/6VhU_T463sU'],"2,461,835 views","Nov 8, 2017",I get goose bumps when she goes in on the second verse,46K,7.5K
['https://www.youtube.com/watch/_-aDHxoblr4'],"227,632 views","Nov 9, 2017",Which Kingdom in Mario Odyssey is this?,8.5K,185
['https://www.youtube.com/watch/JBZTZZAcFTw'],"109,546 views","Nov 10, 2017","Haha, the childish outfit was my fave! And thanks for being honest about not dressing up sometimes -  it makes us regular people feel good!",4.4K,145
['https://www.youtube.com/watch/lZ68j2J_GOM'],"679,836 views","Nov 8, 2017",Bill and his wife campaigned for years for stricter immigration laws.,6.8K,5.7K
['https://www.youtube.com/watch/dRpNZV18N_g'],"1,039,697 views","Nov 10, 2017","Hacer ft con Abraham Mateo está de moda no?🤔❤️, Que buena música 💙💙💙💙",18K,968
['https://www.youtube.com/watch/fcVjitaM3LY'],"252,475 views","May 21, 2015","I love how ""social media"" is a hilarious nonsense term to Dave.",1.7K,46
['https://www.youtube.com/watch/qeWvgZLz9yU'],"325,808 views","Nov 9, 2017",She's amazing and wonderfull in the same time,3.8K,596
['https://www.youtube.com/watch/iIxy3JN3-jc'],"948,040 views","Nov 10, 2017","Our only son past away on the 19th November 2071, just 35 years young, and we wish there was a way home for him, but know he sleeps in golden slumbers, forever in our broken hearts, sleep tight xxxx love mum and dad xxxxx",5.9K,394
['https://www.youtube.com/watch/n30k5CwLhS4'],"87,448 views","Nov 9, 2017","This is such a beautiful advertisement! Gives such a wonderful message :-) Also, good choice of using Milk! (She does a body good ;) )",979,149
['https://www.youtube.com/watch/U0hAC8O7RoI'],"187,152 views","Mar 26, 2011",“Whammy Bah”,1.3K,59
['https://www.youtube.com/watch/CBVGjS_EJok'],"1,699,564 views","Nov 9, 2017",DID Sigrid just enter another level of POP perfection?,28K,399
['https://www.youtube.com/watch/n1WpP7iowLc'],"6,335,171 views","Nov 9, 2017","if you are watching this now, you must be a big fan of her!!!",117K,2.2K
['https://www.youtube.com/watch/hz7ukDjuq4w'],"1,750,292 views","Nov 10, 2017","I respect this band so much. The lyrics, the meanings, the music, the voice, the behind story, love all to bits.",20K,421
['https://www.youtube.com/watch/p2hJxyF7mok'],"214,446 views","Nov 9, 2017",Always a good one!! Like the podcast app as well =),4.3K,129
['https://www.youtube.com/watch/0mlNzVSJrT0'],"304,191 views","Nov 9, 2017","NOTIFICATION SQUAD
- Where's your favourite view of Tokyo OR outdoor romantic spot? Share your wisdom and knowledge with folks heading to Tokyo below!
(And for those of you wondering, yes of course it got demonetised again).",13K,110
['https://www.youtube.com/watch/Om_zGhJLZ5U'],"311,464 views","Nov 9, 2017",Ok now try it with one of those giant styrofoam gliders from Walmart! Bonus points if you put a GoPro on the glider!,29K,286
['https://www.youtube.com/watch/e_7zHm7GsYc'],"424,358 views","Nov 9, 2017",I think this taught me music history quicker than my university music class.,18K,121
['https://www.youtube.com/watch/dQvIbulWCM4'],"11,834,406 views","Nov 8, 2017",The most relevant song/vid online right now,171K,7.9K
['https://www.youtube.com/watch/zZ9FciUx6gs'],"45,653,025 views","Nov 8, 2017","Gigi plays kiwi
Zayn: what the ...
Gigi: I'm having your baby..",1.4M,27K
['https://www.youtube.com/watch/PaJCFHXcWmM'],"658,582 views","Nov 8, 2017",Only wong fu can turn taylor swift into the most dramatic love story ever,21K,1K
['https://www.youtube.com/watch/goP4Z5wyOlM'],"4,432,042 views","Nov 7, 2017",Did any one else have a heart attack when they heard Nicole his wife in the background,31K,3.1K
['https://www.youtube.com/watch/NZFhMSgbKKM'],"1,545,531 views","Nov 8, 2017","For some weird reasons I always heard this part of the lyrics as
""I'mma chauffeur you"" instead of ""Been wishing for you"" .

Gosh my ears!!!",26K,611
['https://www.youtube.com/watch/0tO_l_Ed5Rs'],"574,699 views","Nov 9, 2017",ma abbiate l'utilità di alzarvi!! C'È HARRY EDWARD STILES DI FRONTE A VOI CHE STA FACENDO UNA PERFORMANCE DIVINA ANDIAMO,22K,147
['https://www.youtube.com/watch/STI2fI7sKMo'],"2,916,402 views","Nov 8, 2017",Safiya looks like a randomized sim 😂,88K,698
['https://www.youtube.com/watch/BWPrk9PUwQE'],"12,517 views","Jun 10, 2012","I still remember reading that about fifty years ago, it was so impressive as a tale.",96,1
['https://www.youtube.com/watch/ogYum4kWXgk'],"274,814 views","Nov 9, 2017",THE DRY CLEANING WASNT EVEN ABOUT THE GUY LMAOOOO,15K,125
['https://www.youtube.com/watch/sbcbvuitiTc'],"125,470 views","Nov 9, 2017",I suppose the same applies to 'doggo' and 'pupper'.,5K,156
['https://www.youtube.com/watch/zNqCVTs38nU'],"2,591,610 views","Nov 8, 2017","He’s right this time, its Khloe’s party, not Kourtney’s...",16K,1.1K
['https://www.youtube.com/watch/DM-ni_LSOFE'],"73,168 views","Nov 9, 2017",,1.2K,22
['https://www.youtube.com/watch/0PpNlNJ6Nng'],"2,248 views","Mar 31, 2017",I used to have this bike when I was a kid. Sure wish I still had it.,8,0
['https://www.youtube.com/watch/c-3JxzN2u34'],"732,150 views","Nov 8, 2017",This dude lowkey got hella bangers,6K,803
['https://www.youtube.com/watch/069D0NmW39o'],"987,263 views","Nov 9, 2017",Fake. I feel like this wasn't actually recorded on the Moon.,10K,409
['https://www.youtube.com/watch/9t9u_yPEidY'],"8,661 views","Nov 9, 2017",Impressive,30,1
['https://www.youtube.com/watch/KODzih-pYlU'],"2,233,089 views","Nov 9, 2017","I don't smoke, but I feel like I should have a cigar listening to this.",44K,893
['https://www.youtube.com/watch/8NHA23f7LvU'],"3,927,444 views","Nov 8, 2017","Now turned into someone I swore I would never be...

Is it just me or this happens to all of us eventually?",44K,1.1K
['https://www.youtube.com/watch/w0XYVssCKjw'],"163,661 views","Nov 9, 2017","""A tropical island with 500 cats"" AKA heaven!",8.5K,41
['https://www.youtube.com/watch/9XSULcLI6Hg'],"90,953 views","Nov 10, 2017",This was the best moment of my life! Thanks Guinness!!!,1K,42
['https://www.youtube.com/watch/pjuPpVLXDQg'],"110,885 views","Nov 9, 2017",November 2019....Merry Christmas and God bless everyone 🎄🎅🏻,1.1K,101
['https://www.youtube.com/watch/9xSx-5tmq44'],"1,757,153 views","Nov 8, 2017",I want my quad fam to be snatched like an alien!  Love you guys 💕,54K,1K
['https://www.youtube.com/watch/4v0nOAzcG2A'],"2,316,252 views","Nov 8, 2017",you should’ve gotten jacklyn to do your last look,75K,2.4K
['https://www.youtube.com/watch/oTObwUiXdYY'],"845,987 views","Nov 8, 2017",WE DID IT! YOU DID IT! 1 Million subscribers! That's a 1 with 6 zeros afterwards! INSANE! Incredible. I am so flattered! Thank you so much. You are the best! This means more than you can imagine!,12K,769
['https://www.youtube.com/watch/1cgK-BIrXes'],"2,707 views","Nov 4, 2017",Really neat!,4,0
['https://www.youtube.com/watch/ujyTQNNjjDU'],"8,710,522 views","Nov 7, 2017",The GoPro must have drank a fire resistance potion,21K,1.1K
['https://www.youtube.com/watch/PABlVzeldaM'],"269,020 views","Nov 9, 2017",Back story would be nice.,397,5
['https://www.youtube.com/watch/6340tX9M_eM'],"184,059 views","Nov 9, 2017",I definitely think this should be in the new fifty shades of grey movie!!!!!,4.3K,97
['https://www.youtube.com/watch/8mhTWqWlQzU'],"268,486 views","Nov 9, 2017",Nothing like the combo of chocolate and orange! I did not like it a few years ago... but now I love it! :-D,8.4K,85
['https://www.youtube.com/watch/t4YAyT4ihIQ'],"404,554 views","Nov 7, 2017",It's his money and he wants it now!,1.2K,74
['https://www.youtube.com/watch/MNiweoKXwfg'],"1,089,732 views","Nov 9, 2017",WHO NOTICED DUSTIN FROM STRANGER THINGS! 🙋🏻‍♂️,14K,635
['https://www.youtube.com/watch/Jw1Y-zhQURU'],"79,454 views","Nov 9, 2017","Hi!  Big Sarah Jarosz fan here!  I love this!  These 3 ladies are all so amazingly talented, so the combo is just out of this world!  I've been following Sarah J.'s career for 3 years, ever since I saw her perform ""Annabelle Lee"" on PBS' Transatlantic Sessions, and she just keeps rising higher and higher!  I am so happy for her!  I have all of her CD's to date, and can't wait to get this one!!!  Beautiful song here - beautifully performed!  Love your voices!",601,22
['https://www.youtube.com/watch/2Vv-BfVoq4g'],"2,167,884 views","Nov 8, 2017",Zoe doesnt want to be called a beauty guru just as much as joe doesnt want to be called a daily vlogger😂,101K,3.8K
['https://www.youtube.com/watch/UFYCTJlayS4'],"281,872 views","Nov 7, 2017",Very sad.  His wife must be devastated.  I'm devastated for her.,696,191
['https://www.youtube.com/watch/cccyOn99s4Y'],"581,103 views","Nov 8, 2017",hannah's style is comfortable barbecue dad,20K,291
['https://www.youtube.com/watch/abGCYPCk294'],"59,970 views","Nov 8, 2017","I can't believe that he took time to shake hands with everybody in this house ,damn",568,112
['https://www.youtube.com/watch/lY_0mkYDZDU'],"340,954 views","Nov 8, 2017",The most underrated artist,6.8K,100
['https://www.youtube.com/watch/k8NxqyGcZA4'],"1,911,540 views","Nov 8, 2017","* GIVEAWAY CLOSED * Winner has been selected and emailed, if they do not confirm within 48 hrs, an alternate will be selected.  Be sure to check your email and your spam box Vanessa!  xo's",70K,2.6K
['https://www.youtube.com/watch/IE-xepGLVt8'],"3,775,991 views","Nov 8, 2017",LIKE SI TE ENCANTAN LAS CANCIÓNES DE OZUNA Y ERES UN FAN DE ÉL😙,85K,3.4K
['https://www.youtube.com/watch/ObIQ0s02UHg'],"1,388,051 views","Nov 8, 2017","Madelaine: ""you're so delicate""
Travis: ""because your my little flower""
OMGGG AWEEEEEEE <3",62K,164
['https://www.youtube.com/watch/cOc3tsFWoRs'],"580,545 views","Nov 8, 2017",Stephen A hasn’t won a debate since Skip left,4.7K,534
['https://www.youtube.com/watch/AJYb0Yom5UQ'],"22,843 views","Nov 8, 2017","Love Casspi, love Curry, love this.",202,15
['https://www.youtube.com/watch/gLswXiRLdkA'],"190,808 views","Nov 8, 2017","Most human drivers would have anticipated the truck needing to turn the front end to back up into that alley, and gave it more space. This autonomous vehicle just stopped in its path. Also this news reporter is an idiot. The truck wasn't pulling out, it was backing up into the alley. Even the driverless rep said so.",80,78
['https://www.youtube.com/watch/MyEqfBkzESU'],"4,537,420 views","Nov 8, 2017",He kinda looks like John Wick.,66K,1.1K
['https://www.youtube.com/watch/wJYE0sFOteE'],"953,221 views","Nov 8, 2017",,20K,231
